,Model Name,Training Window,Epochs,Hidden Layers,Losses,Batches
21,tw12_e800_b4_h150,12,800,150,"[2.74253074e-03 1.52429607e-05 1.97460911e-03 1.00537850e-03
 2.78326593e-03 7.08643253e-03 3.57399779e-03 1.09993158e-03
 3.74765367e-03 7.16505404e-03 2.43705147e-02 9.26960476e-05
 3.76133416e-04 7.12197358e-04 8.42806703e-03 1.97994174e-03
 4.89428458e-05 6.57495741e-04 2.11585778e-03 1.18582492e-03
 1.05493214e-02 1.49254437e-02 1.74926510e-02 5.45058852e-05
 6.10743154e-04 2.37835832e-04 8.98346803e-04 2.23280777e-03
 1.27239749e-04 1.35338541e-02 7.65303810e-04 4.63595884e-05
 2.05014548e-02 8.31201473e-03 2.30076339e-02 9.52184782e-05
 1.81358506e-03 3.65759231e-03 1.37638009e-02 1.04752412e-04
 3.81302505e-03 3.31626231e-03 7.61257710e-03 3.71463865e-05
 3.09740485e-02 2.12927271e-02 3.57229642e-02 1.32544931e-04
 1.56663203e-03 1.51081484e-02 1.92863091e-02 8.83633223e-04
 5.71073358e-04 1.46273198e-02 3.16811949e-02 4.29190177e-04
 1.98941051e-02 1.73606351e-02 3.66322455e-02 1.95552942e-04
 2.29491216e-04 9.43304444e-03 6.00424315e-03 1.57710543e-05
 1.83176672e-04 2.93522448e-02 4.91094680e-02 9.92279350e-05
 1.11062506e-02 1.11493269e-02 6.18720114e-02 1.04055074e-06
 3.00712799e-03 8.20954517e-03 1.00509689e-02 4.11212064e-04
 4.37229131e-04 5.24471741e-02 4.17390556e-02 1.79291624e-05
 4.89541306e-02 3.96216573e-02 7.00433425e-02 2.19880537e-05
 1.08198977e-03 8.26358822e-03 3.36011467e-02 5.64002525e-05
 1.75620441e-03 8.00316438e-02 4.85710326e-02 1.40128813e-04
 1.04899433e-01 9.92876926e-02 9.86422261e-02 1.87968213e-05
 1.38201523e-03 1.18744238e-02 2.87110473e-02 2.82890925e-04
 7.32939524e-03 9.58446145e-02 7.16274498e-02 4.63845191e-04
 2.15885046e-01 6.27017105e-02 1.22360127e-01 3.61257735e-04
 7.10082940e-04 8.41147494e-03 5.59732019e-02 5.93007279e-05
 7.91059830e-03 4.27296200e-02 8.90652118e-02 1.26268806e-03
 1.75545516e-01 1.12881698e-01 1.42945752e-01 3.03448565e-05
 4.76130308e-03 5.46300801e-02 2.45380838e-05 1.08052728e-02
 2.01223024e-03 8.68998979e-03 4.57847702e-02 1.00926415e-03
 7.00292681e-02 2.73009844e-02 2.02001560e-01 5.30588778e-03]",4
22,tw12_e800_b4_h200,12,800,200,"[5.11614644e-03 8.75000910e-04 7.40439090e-04 1.35213270e-03
 4.27276460e-03 3.73707939e-03 4.35208070e-03 9.30755136e-04
 4.85823162e-03 1.02132146e-02 1.99533178e-02 2.46761626e-05
 5.87214383e-04 2.07753365e-03 6.74538830e-03 9.25913501e-04
 3.97659018e-04 6.62254473e-04 2.79805229e-03 4.12863573e-04
 9.58221085e-03 1.72366934e-02 1.77336956e-02 2.69221368e-06
 2.88925687e-04 5.14927985e-04 7.32025987e-04 1.08947162e-03
 4.14762349e-06 1.37749076e-02 1.88598116e-03 6.73947820e-06
 2.12291696e-02 1.40528878e-02 2.23266104e-02 2.95085698e-06
 5.53888430e-04 3.76082309e-03 1.34095763e-02 9.89031280e-05
 1.55256051e-03 3.12259219e-03 6.93431701e-03 3.24731286e-04
 2.78695419e-02 2.82397278e-02 3.72619615e-02 9.97241884e-06
 1.93463104e-04 1.54448161e-02 1.77850800e-02 6.65018897e-05
 1.46901829e-06 1.51008157e-02 3.10629580e-02 7.16898994e-05
 2.32603325e-02 2.92952500e-02 4.18555896e-02 1.76884453e-05
 5.90985892e-04 7.42914510e-03 5.79902223e-03 2.29468643e-04
 1.45776198e-05 3.20760118e-02 5.86623754e-02 7.30171795e-06
 1.69050009e-02 3.02820139e-02 7.28351161e-02 2.15011753e-04
 3.06151865e-07 6.06575321e-03 1.14025492e-02 1.75518099e-06
 2.58930666e-05 5.33170795e-02 5.06366270e-02 3.22200358e-05
 4.72659580e-02 6.01514956e-02 7.57867897e-02 1.26023709e-04
 2.81679277e-05 1.04107522e-02 2.94563584e-02 7.24677417e-05
 1.16835098e-04 7.84725596e-02 5.84451096e-02 2.15757045e-06
 9.99019438e-02 9.64121931e-02 1.01199331e-01 4.41204052e-05
 3.51004654e-04 2.22108525e-02 2.15930275e-02 9.16218871e-05
 3.37094129e-03 9.47508657e-02 8.00482475e-02 5.01267083e-04
 2.30399747e-01 4.60690038e-02 1.13569611e-01 1.67890973e-04
 3.17923622e-03 1.89979768e-02 4.05614080e-02 2.81979883e-05
 9.39452020e-03 5.09579962e-02 9.24531796e-02 9.62616731e-04
 2.09077207e-01 1.04768134e-01 1.47255543e-01 7.22225569e-05
 1.34720863e-04 7.30840154e-02 3.69462608e-04 1.64338326e-02
 1.48063612e-04 3.99663019e-02 9.18166415e-02 5.22788716e-03
 1.55285222e-01 9.96444340e-02 3.09448908e-01 6.16762771e-03]",4
23,tw12_e800_b4_h250,12,800,250,"[9.91623374e-05 4.42856355e-03 1.58850253e-02 4.88336556e-03
 7.06583852e-04 1.25830674e-02 1.38528645e-02 1.43487208e-03
 1.48719792e-09 2.74465997e-05 6.76050380e-03 1.13079340e-03
 2.16658951e-03 1.25732250e-03 2.35820047e-02 3.28439341e-03
 1.14821227e-02 2.08355295e-03 7.10755217e-03 1.04235810e-03
 1.64808912e-03 2.67501629e-03 3.18447743e-03 2.11301831e-03
 9.64911226e-04 9.39171611e-04 5.98891000e-03 1.50922598e-03
 4.90406369e-03 1.97421787e-02 6.00650647e-03 2.47757776e-03
 1.13568866e-02 1.46732664e-03 1.04114668e-02 8.61876390e-04
 6.69615295e-05 6.12981249e-04 2.12855958e-02 2.08341420e-03
 6.41482443e-04 1.39519788e-02 9.14923937e-03 1.69284701e-03
 1.94992557e-02 1.85220971e-02 2.49993070e-02 1.06639189e-03
 7.73325097e-05 1.11441101e-02 2.48533420e-02 2.08102890e-03
 5.19545569e-03 3.04345945e-02 3.63144645e-02 1.93038865e-04
 1.46956305e-02 1.70937702e-02 2.59384342e-02 1.13368149e-03
 1.48327679e-03 4.77114816e-03 7.82711703e-03 1.77199702e-03
 3.01386826e-03 4.79643077e-02 6.31551056e-02 4.02248739e-04
 1.27280749e-02 2.14187271e-02 5.10276837e-02 2.64326589e-03
 1.12008371e-06 2.88664827e-03 1.59190931e-02 2.02089737e-04
 2.14965867e-03 6.78871099e-02 5.83849575e-02 8.18339756e-04
 4.36286639e-02 5.57813954e-02 6.37404057e-02 7.97600012e-04
 8.52193603e-05 4.58450652e-03 3.69993015e-02 4.05985954e-04
 3.15030313e-03 9.24272423e-02 6.34072402e-02 2.20922481e-04
 9.34863596e-02 1.12301407e-01 9.72972902e-02 4.19840025e-04
 1.76389781e-06 1.08187762e-02 2.25857819e-02 1.48610704e-04
 1.05303992e-02 9.95802755e-02 7.97201614e-02 1.80935866e-03
 2.01744808e-01 7.55444969e-02 1.29582555e-01 1.33626310e-05
 4.31636251e-03 6.61719927e-03 4.06557100e-02 9.69998066e-05
 2.35481936e-02 5.83633201e-02 8.56425481e-02 2.02038001e-03
 1.76182911e-01 1.18830752e-01 1.49516329e-01 4.92416562e-05
 1.69102537e-03 1.09195345e-01 5.31314717e-02 3.98857265e-01
 4.96383201e-02 7.65214772e-02 1.27729136e-01 6.69184189e-04
 1.51740867e-01 7.47047778e-02 1.96324060e-01 7.44332615e-03]",4
24,tw15_e500_b10_h150,15,500,150,"[2.98252054e-03 2.89503267e-02 4.78277369e-03 8.76065408e-05
 9.58146632e-04 6.10970117e-03 2.61113217e-02 4.34525288e-02
 7.48957113e-03 8.12124155e-03 6.17185070e-03 5.80744195e-04
 3.67328265e-03 1.85353949e-04 1.55094042e-05 6.38558590e-03
 3.74785072e-03 1.36835173e-05 4.12584831e-03 1.02774553e-02
 3.29495024e-05 2.05842451e-05 5.41229911e-04 4.13603859e-03
 2.54598110e-05 5.81819112e-04 2.54301746e-02 2.98960456e-02
 4.28533626e-02 5.00710578e-03 1.31820093e-03 1.88092204e-04
 8.52686135e-03 6.31029656e-03 5.71873531e-03 5.29037925e-02
 3.49592168e-02 2.68427435e-02 5.15404870e-02 8.85445469e-02
 9.62448637e-02 2.92016515e-02 1.21932847e-02 5.01056256e-04
 1.86419660e-02 1.58882257e-02 3.36762725e-03 6.43730900e-02
 3.01055185e-02 4.22515560e-02 9.97732650e-02 1.87818037e-01
 1.31620014e-01 6.03703654e-02 2.96822104e-02 1.17796504e-02
 5.66608425e-02 6.79654624e-02 4.44846466e-02 1.23447290e-01
 1.04979013e-01 1.06489425e-01 2.52385438e-01 4.20748813e-01
 2.90221350e-01 1.87636796e-01 1.13445528e-01 5.92109112e-02
 1.99597000e-01 1.81279826e-01 1.57269772e-01 3.15995184e-01
 2.53371218e-01 2.83634349e-01 5.60960561e-01 7.10573397e-01
 6.12600399e-01 3.82454718e-01 2.52366634e-01 1.85202795e-01
 3.71433132e-01 3.64040481e-01 2.98718603e-01 6.01648376e-01
 4.50586591e-01 5.10956751e-01 9.25261549e-01 1.09140394e+00
 1.01875867e+00 5.83033404e-01 3.55518942e-01 2.02794442e-01
 3.29866685e-01 2.67995742e-01 1.66776672e-01 3.22504665e-01
 1.73375326e-01 2.12347866e-01 4.46401335e-01 5.86509938e-01
 5.56364283e-01 1.10638172e-01 5.63632130e-02 7.41423912e-04
 2.98200311e-02 5.42969437e-02 3.54333352e-02 2.30602165e-01
 1.55473676e-01 3.13231611e-01 5.55156100e-01 1.08391681e+00
 1.14517258e+00 5.59516299e-01 3.87361673e-01 1.98586806e-01
 4.11540828e-01 4.04878957e-01 3.16169330e-01 4.74468913e-01
 6.72788900e-01 7.20249732e-01 1.20706511e+00 1.92836207e+00
 1.66502825e+00 9.00306889e-01 6.70940421e-01 2.68062905e-01
 4.97817603e-01]",10
25,tw15_e500_b10_h200,15,500,200,"[7.75241552e-03 1.59483119e-02 7.06184770e-05 3.10806388e-05
 2.30949433e-03 8.07789825e-03 2.22581922e-02 2.20444160e-02
 7.41979784e-05 1.76969695e-03 8.07450866e-04 4.82179043e-03
 4.31355277e-03 2.15051959e-04 1.91904332e-04 6.72090445e-03
 9.80231626e-04 2.35744631e-04 2.31152279e-03 1.71885561e-03
 7.01163825e-03 2.19907090e-03 5.89173067e-03 1.07099323e-02
 3.94586503e-04 4.25689869e-03 3.63755136e-02 1.87236973e-02
 2.71179627e-02 2.73072681e-04 3.41904885e-03 1.33013452e-03
 3.08255823e-02 1.24478118e-02 1.45858914e-02 7.53348778e-02
 2.12845609e-02 2.12201647e-02 4.80173080e-02 6.49927033e-02
 5.61317779e-02 9.51584643e-03 1.20409488e-02 1.09087284e-03
 3.22174197e-02 1.00506253e-02 2.80740524e-03 7.69149767e-02
 7.78246347e-03 3.03881525e-02 6.68569271e-02 1.01371450e-01
 3.81231112e-02 1.32436668e-02 6.26824574e-03 8.02924360e-05
 1.81553481e-02 4.89564823e-03 5.26461479e-04 2.58478550e-02
 1.48716114e-03 3.98787590e-03 3.53571767e-02 5.58994469e-02
 7.10853397e-03 4.02941345e-04 9.35582689e-03 2.54993613e-02
 4.06104967e-03 5.86514073e-04 3.67795870e-03 2.86376326e-02
 9.09117585e-03 3.49514106e-02 1.10688045e-01 1.55273936e-01
 1.18255421e-01 2.87636042e-02 1.98384560e-04 2.22154397e-02
 1.61278015e-03 3.73573961e-02 5.78187583e-02 3.87344928e-03
 8.36067205e-02 2.35056018e-02 1.44471249e-04 1.05228176e-04
 1.29797975e-04 4.29732374e-02 7.44379968e-02 1.87459320e-01
 6.80869426e-02 1.72201724e-01 1.70182788e-01 7.04698070e-02
 2.23288097e-01 8.35322514e-02 3.15916057e-02 5.69477636e-03
 7.05163331e-03 2.06649664e-01 1.37806565e-01 4.54470414e-01
 1.56911548e-01 2.69166801e-01 2.45143316e-01 5.33585521e-02
 1.87591319e-01 3.57042432e-02 1.44282604e-02 1.77308065e-02
 2.45309981e-03 6.09563980e-02 6.15476568e-02 2.01285241e-01
 3.37064571e-02 1.18691660e-01 1.17318495e-01 4.99819743e-02
 2.35722484e-02 2.41759572e-02 1.04698369e-02 8.55084280e-02
 2.26719457e-02 1.06496779e-02 8.06505169e-03 1.55571078e-01
 3.01996748e-03]",10
26,tw15_e500_b10_h250,15,500,250,"[6.79989842e-04 4.17876218e-02 3.79158900e-04 1.27716952e-01
 8.18340608e-04 3.20290587e-02 1.42763368e-01 5.12359728e-02
 6.96136922e-03 1.88163886e-01 9.24253806e-05 2.21086585e-02
 6.32060377e-03 4.41617284e-03 1.95023021e-02 4.54948466e-03
 4.73284216e-02 8.63264935e-02 1.18256519e-02 8.49695234e-02
 5.76931196e-05 8.00026036e-02 3.40276433e-03 3.47690959e-03
 4.35282036e-06 3.29363655e-03 2.79534380e-02 1.36026862e-02
 1.26127574e-03 8.22640167e-02 2.39007252e-02 3.07326821e-02
 3.55366046e-02 6.15101031e-02 6.68586070e-04 5.16574135e-02
 3.63018521e-02 1.52455127e-02 2.92709451e-03 1.34922144e-03
 1.33500248e-02 1.33785761e-01 2.79072978e-03 3.88858890e-02
 2.80115569e-02 6.82705869e-02 2.85467079e-04 1.56969285e-02
 6.49285945e-02 6.04799594e-03 8.83752063e-03 2.02471049e-03
 1.22380910e-01 5.68784967e-02 4.19265905e-04 1.34506263e-03
 5.71795555e-03 8.15245274e-03 3.24953769e-02 6.93534447e-03
 1.50836043e-02 1.11245876e-02 3.76500529e-04 3.05505261e-05
 8.10505406e-02 5.79755177e-02 9.48987910e-04 9.32012774e-03
 4.51580385e-02 4.57580166e-04 6.86800602e-04 5.05532182e-03
 1.32765127e-02 9.84720633e-03 3.37079378e-05 1.41374406e-02
 5.03218934e-02 7.58662014e-02 5.69529589e-03 1.94680895e-02
 8.59275617e-02 2.33697014e-02 8.96782513e-04 5.13281551e-02
 5.37061675e-03 3.43333122e-03 2.63923616e-03 1.42112739e-02
 2.67194497e-02 1.00848481e-01 1.88911544e-02 1.32696766e-02
 1.38249089e-01 5.54632822e-02 1.71381913e-02 1.02281835e-01
 1.73592930e-03 7.09789530e-04 1.59367634e-02 1.69155975e-03
 1.85790786e-02 3.49368409e-01 1.12352857e-01 1.13506942e-02
 1.20268638e-01 1.14930238e-01 3.49427973e-02 2.07327267e-01
 5.60789155e-02 7.62641490e-02 5.51776379e-02 6.91921614e-02
 5.82023286e-04 2.20835795e-01 1.70425283e-01 5.57976267e-02
 8.91762631e-02 1.11195276e-01 4.98941206e-02 1.65365779e-01
 2.46709917e-01 1.72715348e-01 3.15625514e-01 3.24445163e-01
 1.09741312e-02 1.24424828e-01 1.30482215e-01 2.30748787e-01
 3.10465878e-03]",10
27,tw15_e500_b4_h150,15,500,150,"[6.56122696e-03 3.35864209e-02 1.89954054e-04 2.00570894e-05
 1.55574814e-02 3.15919871e-02 2.12525288e-02 5.40991607e-05
 3.92912214e-02 7.30336893e-08 8.18700248e-03 6.89336482e-05
 2.13143373e-02 7.23074278e-03 5.75462560e-03 3.80571530e-04
 8.73317170e-03 1.35171342e-02 1.51824233e-03 3.10148127e-03
 2.22802156e-02 2.62310821e-04 4.90859776e-03 3.75481620e-03
 2.87569460e-02 1.93161117e-02 2.03844110e-04 4.93390334e-03
 6.02414263e-03 2.90266926e-02 6.70199136e-04 4.50885791e-03
 1.44988182e-02 6.25274859e-03 2.30209622e-02 1.33019104e-05
 2.12590115e-02 6.20372993e-02 2.80668502e-02 2.02303324e-03
 8.43109220e-04 3.06647272e-02 2.34660486e-03 1.38322751e-04
 1.39963757e-02 5.00226506e-03 5.60725675e-02 6.68846558e-04
 3.87632180e-02 5.72069149e-02 2.87217770e-02 4.94500862e-03
 2.44466767e-02 2.32583009e-02 3.82144069e-04 8.52548542e-05
 1.81186158e-02 7.12060567e-04 3.44748940e-02 1.77197694e-03
 2.23416600e-02 5.49298385e-02 1.04566872e-02 1.17746170e-03
 6.41213095e-02 5.48318523e-02 8.17499095e-03 1.86955936e-03
 4.96025112e-02 1.43322210e-03 3.44393115e-02 3.85045213e-05
 1.95508893e-02 3.53655049e-02 1.34674774e-04 3.65133170e-03
 7.21913480e-02 1.31170901e-01 2.82237977e-02 2.68626101e-04
 4.21044294e-02 1.66667287e-03 5.08963103e-02 6.58139687e-03
 1.47464189e-02 2.37954615e-02 5.39045965e-03 5.58887966e-04
 6.79651361e-02 2.35759093e-01 6.05074791e-02 5.14942863e-04
 4.78781876e-02 3.16280433e-03 7.02812821e-02 3.71894913e-03
 1.25981867e-02 5.07819435e-03 1.85543399e-02 4.64794337e-04
 6.43899530e-02 5.11995113e-01 3.79995143e-02 1.47806250e-04
 4.16951752e-02 2.93134307e-05 7.83639726e-02 7.76086063e-03
 2.00686124e-02 5.48399974e-03 1.82363298e-03 4.86582071e-03
 1.11362573e-01 7.32235829e-01 7.33612092e-02 1.91598371e-03
 9.84421568e-02 3.25416920e-04 9.95730576e-02 4.10394167e-03
 1.32934770e-03 4.04321334e-02 6.72452091e-03 6.37961450e-03
 5.11379846e-01 8.67141928e-01 1.32221183e-03 9.12499791e-03
 1.18649558e-01]",4
28,tw15_e500_b4_h200,15,500,200,"[8.10281833e-04 4.29021023e-02 4.14653314e-03 5.00489596e-03
 3.38362894e-02 2.88623847e-02 1.86692550e-02 9.38242376e-03
 2.29965509e-02 2.78985449e-03 3.97571989e-03 3.74446523e-03
 4.44311682e-03 1.92053483e-02 2.42196927e-02 1.33646792e-03
 2.79100950e-02 2.05734286e-02 3.31214114e-02 9.10302247e-04
 3.58985621e-02 3.98062971e-03 1.25818495e-03 1.33208299e-05
 3.53122393e-03 1.47648175e-02 1.10313322e-02 2.79690160e-03
 2.28423730e-02 6.74708720e-02 2.07874427e-02 1.85209079e-03
 4.63710411e-02 2.21741701e-03 9.22822937e-03 7.54891610e-03
 4.04855500e-05 1.77442381e-02 5.47776335e-02 1.00856365e-04
 1.05033037e-02 1.15918249e-01 1.20673934e-02 1.66553304e-03
 7.21248537e-02 7.42049612e-03 2.95293994e-02 2.97183694e-03
 2.42381096e-03 2.58843304e-02 3.26201232e-02 1.20565249e-03
 4.06772075e-02 9.18728739e-02 1.22965422e-03 1.73276347e-02
 6.71019676e-02 3.16295686e-03 3.72895803e-02 4.93582091e-04
 1.35153661e-05 2.03218511e-02 1.05192624e-02 3.01381790e-05
 1.05876868e-01 1.11463004e-01 6.01836585e-05 2.18807751e-03
 7.55296525e-02 5.55311370e-05 4.23135976e-02 2.99910087e-03
 8.79551278e-04 1.65288899e-02 3.84669898e-05 3.44339287e-03
 1.17125937e-01 2.17488492e-01 1.95484746e-02 1.88751127e-03
 6.38331784e-02 8.26452968e-04 4.78432443e-02 6.85943936e-03
 5.19781219e-03 2.14694351e-02 4.48527305e-03 1.32704294e-03
 1.49539867e-01 4.44513873e-01 5.04522113e-02 1.80351933e-03
 5.95291697e-02 1.83388897e-04 6.23616337e-02 6.61822216e-04
 1.22516480e-02 9.64345819e-03 1.39971690e-02 6.23445593e-05
 1.70576523e-01 8.12626490e-01 7.76986413e-03 3.42230135e-03
 5.01738068e-02 7.50313528e-03 5.92812028e-02 3.83449080e-05
 3.24521442e-02 2.33181932e-02 8.24982330e-05 4.06491273e-04
 3.13618228e-01 1.13624319e+00 7.00677284e-03 9.15893960e-03
 1.02827687e-01 1.22692852e-02 5.57097271e-02 2.96812297e-02
 1.03035018e-03 3.65257831e-02 3.79118744e-02 9.01478039e-02
 1.18664937e+00 1.33397014e+00 2.78041160e-02 6.07279164e-03
 1.68502204e-01]",4
29,tw15_e500_b4_h250,15,500,250,"[1.35611744e-02 6.52456943e-02 4.74648574e-03 4.71538535e-03
 4.28427642e-02 6.45999047e-02 4.84630281e-02 1.32817774e-02
 4.18235878e-03 8.72566477e-03 1.88271761e-02 1.96274524e-03
 5.03086304e-02 4.13495529e-02 2.60036563e-02 1.07172370e-02
 3.77634913e-02 5.52158325e-02 2.76479982e-02 4.78533799e-03
 2.37313335e-03 4.86809111e-03 9.45827832e-03 1.16562079e-02
 6.63040208e-02 6.96741756e-02 5.60770681e-03 3.12894872e-02
 3.64164272e-02 7.37512021e-02 4.12387300e-03 1.85944464e-03
 4.13704298e-03 4.76739410e-03 1.62996872e-02 2.63132983e-04
 4.37855638e-02 1.27053367e-01 4.38729257e-02 6.87260067e-03
 1.84165977e-02 7.13271625e-02 6.31113939e-03 2.83079247e-03
 9.17346874e-03 1.31348748e-03 3.23819699e-02 4.20506813e-04
 5.80135613e-02 1.08292352e-01 3.40843988e-02 3.91783865e-03
 6.10842422e-02 4.40023376e-02 9.69689896e-05 5.66483294e-04
 1.18673014e-02 1.70978365e-05 2.07391998e-02 4.21523435e-03
 4.80102226e-02 1.05813282e-01 8.32423524e-03 1.21025381e-04
 8.80005572e-02 3.15075640e-02 1.49765625e-04 2.97058608e-03
 3.20550708e-02 1.06071798e-04 2.34216906e-02 2.75114644e-03
 5.57187189e-02 6.95946358e-02 7.67759252e-04 2.04195892e-03
 5.02783673e-02 4.14887184e-02 1.06563973e-03 1.16735074e-03
 2.84273545e-02 2.08920498e-07 3.51434031e-02 6.25905290e-07
 5.29272505e-02 5.00451218e-02 1.22084109e-02 3.51400915e-04
 3.71981092e-02 8.25377485e-02 4.70593941e-03 1.37091717e-03
 3.04240905e-02 2.26908191e-04 4.64299863e-02 2.01277681e-04
 4.60213829e-02 1.98198900e-02 1.54988751e-02 2.81184098e-04
 3.65952015e-02 2.97687178e-01 3.62048111e-04 2.24495480e-03
 2.97983481e-02 2.43892201e-03 4.29617162e-02 1.42500218e-03
 4.72242628e-02 2.28699833e-02 3.45482964e-04 5.29697368e-03
 8.17198597e-02 5.13014194e-01 9.54237268e-03 8.22896723e-06
 5.59553824e-02 1.18069094e-05 8.90851847e-02 1.15344047e-02
 3.15747172e-05 5.07215492e-02 2.34405815e-02 8.26197635e-03
 4.20874948e-01 6.08705537e-01 3.69906007e-02 4.51440022e-02
 7.11351061e-03]",4
30,tw15_e600_b10_h150,15,600,150,"[1.05888819e-02 2.37651472e-02 2.76542731e-03 4.75410731e-04
 2.43082648e-03 9.32541092e-03 3.01605629e-02 3.95905394e-02
 3.78768608e-03 7.80077282e-03 3.07485700e-03 1.02300494e-03
 6.19448842e-03 4.33300719e-05 3.34988061e-04 4.27804940e-03
 5.76855237e-04 3.71245722e-04 5.62294204e-03 7.34619201e-03
 1.07067443e-03 4.86750414e-04 4.89166624e-03 7.79024758e-03
 2.82991059e-04 1.83918504e-03 2.53265042e-02 1.95856625e-02
 3.15285067e-02 5.03468732e-04 1.22574880e-03 1.31132386e-05
 2.30248692e-02 1.44611201e-02 2.33452789e-02 7.76627233e-02
 3.34068280e-02 2.69710586e-02 3.85999192e-02 6.29564034e-02
 6.29271539e-02 1.38252799e-02 1.09525126e-02 1.83696183e-03
 4.85570502e-02 3.40829682e-02 2.68222984e-02 1.05333749e-01
 2.52700770e-02 4.19311186e-02 5.58602377e-02 1.11887359e-01
 5.28045134e-02 2.05772589e-02 1.14243812e-02 8.42680852e-03
 7.63563881e-02 8.33556141e-02 7.52745549e-02 1.47429865e-01
 8.18115211e-02 7.84949915e-02 1.55713608e-01 2.38823055e-01
 1.15394487e-01 5.88695290e-02 1.76656499e-02 1.63523637e-03
 6.00995599e-02 2.64545148e-02 2.48609633e-02 5.64331767e-02
 1.47435934e-02 1.56947667e-02 6.98686432e-02 9.82489182e-02
 5.91563968e-02 6.93725039e-03 1.91691535e-05 2.12447279e-03
 2.71755803e-02 2.72274265e-02 2.25114116e-02 1.43258481e-01
 6.63225030e-02 1.08591233e-01 2.77704683e-01 3.46474495e-01
 2.97381838e-01 8.40630950e-02 1.50175765e-02 4.65478220e-04
 9.51059241e-03 2.32898621e-05 1.22098862e-02 2.23748652e-03
 1.98472079e-02 4.73035497e-03 7.09134308e-03 1.60184904e-02
 5.30610486e-03 1.29638476e-01 1.50989089e-01 3.99853253e-01
 2.22033825e-01 2.83585271e-01 3.72012452e-01 1.40657747e-01
 3.25638034e-01 1.51333288e-01 8.66231497e-02 1.03321822e-03
 5.60838081e-03 1.36879781e-01 1.75012593e-01 3.28076390e-01
 1.22734133e-01 1.94906823e-01 2.54730330e-01 1.57150602e-01
 9.92991754e-02 9.71801993e-02 3.75762905e-03 3.19806264e-02
 5.55195892e-03 3.28844691e-02 4.21498657e-02 2.14598219e-01
 3.83809059e-02]",10
31,tw15_e600_b10_h200,15,600,200,"[1.61163377e-03 1.01875043e-03 5.47411251e-03 9.16373206e-03
 4.08065777e-03 7.27839070e-04 1.35719158e-03 1.92522823e-03
 1.06129879e-02 3.91984422e-03 1.05742035e-02 3.34415788e-02
 2.81264389e-03 1.91963622e-02 1.43276511e-02 4.00772801e-02
 2.54021424e-02 1.46555269e-02 5.68650756e-03 4.37897073e-03
 3.33199592e-02 2.44191664e-02 4.61893955e-02 4.88527840e-02
 2.06200832e-02 3.40506023e-02 8.32291955e-02 6.72262555e-02
 9.64277931e-02 2.15265987e-02 2.99891186e-02 1.23000494e-02
 6.74124541e-02 4.16519492e-02 6.24415415e-02 1.35174260e-01
 6.62388082e-02 8.38921982e-02 8.96076708e-02 1.15148926e-01
 1.18172689e-01 3.29818198e-02 2.08718152e-02 1.09150301e-06
 2.07754991e-02 1.81022586e-03 1.43707203e-03 3.48853233e-02
 1.25550976e-05 2.34407184e-02 1.45618940e-02 4.93723859e-02
 1.67058218e-02 7.47669118e-05 1.48779236e-02 4.84973076e-02
 6.47587588e-03 1.50868071e-02 7.96145059e-03 2.89803765e-05
 5.58592394e-03 1.57989506e-03 1.06713036e-02 7.22605293e-02
 3.81431820e-02 1.31617114e-02 2.08998452e-04 6.21961170e-03
 1.23710159e-02 8.26584914e-04 2.31917771e-02 2.61230301e-02
 2.85409930e-02 5.82919559e-02 1.23078811e-01 2.61890195e-01
 2.07566602e-01 9.06213042e-02 2.96055608e-02 3.28528844e-03
 6.25009388e-02 2.89320544e-02 5.97092024e-02 1.19428458e-01
 7.31237467e-02 1.74726993e-01 2.50387386e-01 5.01330769e-01
 4.41778114e-01 2.01247236e-01 1.03773290e-01 1.99889651e-02
 1.32606641e-01 5.56585298e-02 9.92402729e-02 1.31383404e-01
 8.72283769e-02 2.04322098e-01 3.07995402e-01 6.59011455e-01
 6.08177188e-01 1.85006783e-01 1.63973752e-01 8.17791755e-03
 1.91640741e-01 6.39227314e-02 1.76964743e-01 2.48828148e-01
 1.85014539e-01 4.24108519e-01 3.98791806e-01 1.09805398e+00
 7.90703329e-01 4.58033448e-01 2.36838017e-01 9.29057349e-02
 3.53729639e-01 2.00883349e-01 3.07044033e-01 2.63798620e-01
 5.13231049e-01 4.86556002e-01 9.39814748e-01 1.35761637e+00
 1.22545585e+00 6.02615868e-01 4.47648531e-01 1.26096506e-01
 4.95941125e-01]",10
